Timestamp,Hand,Joint,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW
33.46728,Right,Wrist,0.09547098,-0.2470039,0.2157153,0.3123278,0.6457343,-0.681744,-0.1438917
33.46728,Right,Right_IndexProximal,0.1080209,-0.2377718,0.3131678,0.2487685,-0.5399814,0.7207845,-0.3563774
33.46728,Right,Right_IndexIntermediate,0.09876401,-0.2316222,0.3492608,-0.2424947,0.5219168,-0.7379439,0.3524756
33.46728,Right,Right_IndexDistal,0.09230014,-0.2266187,0.3720385,0.2325413,-0.4396962,0.7987198,-0.3385854
33.46728,Right,Right_IndexDistalEnd,0.08402246,-0.2171679,0.3931994,0.2325413,-0.4396962,0.7987198,-0.3385854
33.46728,Right,Right_MiddleProximal,0.08784877,-0.2468245,0.310697,0.230565,-0.5780554,0.7278165,-0.2880558
33.46728,Right,Right_MiddleIntermediate,0.08132043,-0.2397403,0.3523408,-0.2261083,0.5747871,-0.731547,0.2886777
33.46728,Right,Right_MiddleDistal,0.07686457,-0.2350067,0.3789914,0.2194008,-0.5199661,0.7760406,-0.2815323
33.46728,Right,Right_MiddleDistalEnd,0.07199039,-0.227986,0.4007159,0.2194008,-0.5199661,0.7760406,-0.2815323
33.46728,Right,Right_PinkyProximal,0.05151773,-0.2429006,0.2896848,0.171952,-0.6732889,0.701756,-0.1570159
33.46728,Right,Right_PinkyIntermediate,0.05185944,-0.2415538,0.3202424,-0.1481594,0.6275074,-0.7464988,0.1643882
33.46728,Right,Right_PinkyDistal,0.05065634,-0.2383503,0.3401754,0.1477148,-0.5831231,0.7817792,-0.1642263
33.46728,Right,Right_PinkyDistalEnd,0.04909084,-0.2334248,0.3579585,0.1477148,-0.5831231,0.7817792,-0.1642263
33.46728,Right,Right_RingProximal,0.06905299,-0.2466251,0.3020065,0.186953,-0.6176531,0.7293171,-0.2272679
33.46728,Right,Right_RingIntermediate,0.06514865,-0.2414338,0.3402889,-0.185396,0.6130909,-0.7334149,0.2277094
33.46728,Right,Right_RingDistal,0.06232613,-0.2376091,0.3663183,0.1802443,-0.5632729,0.7735609,-0.2276844
33.46728,Right,Right_RingDistalEnd,0.05919939,-0.2321235,0.3863024,0.1802443,-0.5632729,0.7735609,-0.2276844
33.46728,Right,Right_ThumbProximal,0.1181612,-0.2259862,0.2530246,0.7208719,-0.4799067,0.134003,-0.4817446
33.46728,Right,Right_ThumbIntermediate,0.133298,-0.226087,0.2816418,-0.586912,0.2445959,-0.3755203,0.6743093
33.46728,Right,Right_ThumbDistal,0.1299533,-0.2239388,0.3150549,0.5533797,-0.08999014,0.4867429,-0.6698921
33.46728,Right,Right_ThumbDistalEnd,0.1136774,-0.2213963,0.3394764,0.5533794,-0.0899902,0.486743,-0.669892
