Timestamp,Hand,Joint,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW
41.2629,Right,Wrist,0.164082,-0.2935652,0.1700162,-0.6814983,0.2571869,-0.3842018,0.5672786
41.2629,Right,Right_IndexProximal,0.1266839,-0.2620239,0.2534074,0.7833222,0.332962,-0.1235982,-0.5101637
41.2629,Right,Right_IndexIntermediate,0.1120518,-0.2524888,0.286023,-0.7529411,-0.3448876,0.1209604,0.5472674
41.2629,Right,Right_IndexDistal,0.1028778,-0.2486227,0.3075392,0.6971794,0.3587659,-0.1290004,-0.6071143
41.2629,Right,Right_IndexDistalEnd,0.09442151,-0.2484892,0.3306496,0.6971794,0.3587659,-0.1290004,-0.6071143
41.2629,Right,Right_MiddleProximal,0.1481875,-0.2589881,0.2552562,0.7500405,0.1322405,-0.1762051,-0.6236221
41.2629,Right,Right_MiddleIntermediate,0.1490832,-0.2511478,0.2963802,-0.7334773,-0.1346208,0.1700327,0.6441877
41.2629,Right,Right_MiddleDistal,0.1496633,-0.2475518,0.3230062,0.6717013,0.1467114,-0.1504082,-0.7104025
41.2629,Right,Right_MiddleDistalEnd,0.1500508,-0.2487744,0.3463163,0.6717013,0.1467114,-0.1504082,-0.7104025
41.2629,Right,Right_PinkyProximal,0.1846899,-0.277648,0.250287,0.3526213,0.1129121,0.1058447,-0.9228796
41.2629,Right,Right_PinkyIntermediate,0.1764494,-0.2994908,0.2690757,0.1929024,-0.1918831,-0.3091592,0.9112578
41.2629,Right,Right_PinkyDistal,0.1667524,-0.3140424,0.2597597,-0.5691172,0.2763207,0.4185396,-0.6515964
41.2629,Right,Right_PinkyDistalEnd,0.1624763,-0.3140774,0.2417413,-0.5691172,0.2763207,0.4185396,-0.6515964
41.2629,Right,Right_RingProximal,0.1671107,-0.2661982,0.2540292,0.4893108,0.1226651,-0.03349229,-0.8627905
41.2629,Right,Right_RingIntermediate,0.1647426,-0.2859369,0.2864609,0.1130005,-0.2284174,-0.2066453,0.9446455
41.2629,Right,Right_RingDistal,0.1559603,-0.3089826,0.2784795,-0.5566809,0.2589433,0.3241204,-0.7197233
41.2629,Right,Right_RingDistalEnd,0.1522242,-0.3125481,0.2581679,-0.5566809,0.2589433,0.3241204,-0.7197233
41.2629,Right,Right_ThumbProximal,0.1344539,-0.2993481,0.2085919,0.3120982,0.8323835,-0.4539509,-0.06051443
41.2629,Right,Right_ThumbIntermediate,0.1215279,-0.3085726,0.2360453,-0.02189656,-0.638647,0.7141353,0.2857655
41.2629,Right,Right_ThumbDistal,0.1319245,-0.3124063,0.2670915,-0.1503409,0.5451584,-0.725629,-0.3919992
41.2629,Right,Right_ThumbDistalEnd,0.1535114,-0.309512,0.2869261,-0.1503409,0.5451582,-0.7256291,-0.3919992
