Timestamp,Hand,Joint,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW
48.49748,Right,Wrist,0.2227618,-0.1724582,0.1562822,-0.2254483,0.3423727,-0.8569338,0.3124404
48.49748,Right,Right_IndexProximal,0.1964679,-0.09423938,0.2063614,0.7470124,-0.07065544,0.4229016,-0.5080699
48.49748,Right,Right_IndexIntermediate,0.1844935,-0.07674158,0.2366076,-0.7321482,0.0522588,-0.4343231,0.5221033
48.49748,Right,Right_IndexDistal,0.1755694,-0.06610581,0.2557774,0.7019586,-0.01645871,0.4445356,-0.556212
48.49748,Right,Right_IndexDistalEnd,0.163969,-0.05673632,0.2753545,0.7019586,-0.01645871,0.4445356,-0.556212
48.49748,Right,Right_MiddleProximal,0.2004472,-0.1095389,0.2213148,0.6970969,0.001153002,0.5228928,-0.490549
48.49748,Right,Right_MiddleIntermediate,0.1789333,-0.08785221,0.249857,-0.6952571,0.003078789,-0.5224928,0.4935682
48.49748,Right,Right_MiddleDistal,0.1652101,-0.07409444,0.2683578,0.6783422,0.0144184,0.5223049,-0.5165676
48.49748,Right,Right_MiddleDistalEnd,0.1521563,-0.06321743,0.284367,0.6783422,0.0144184,0.5223049,-0.5165676
48.49748,Right,Right_PinkyProximal,0.192483,-0.1487529,0.2312473,0.377943,0.2243884,0.7055555,-0.5558785
48.49748,Right,Right_PinkyIntermediate,0.1639401,-0.1403365,0.2343463,0.1753871,-0.6727931,-0.6014183,0.3935546
48.49748,Right,Right_PinkyDistal,0.1592438,-0.1445906,0.2156071,-0.4035407,0.7963048,0.4150115,-0.1755539
48.49748,Right,Right_PinkyDistalEnd,0.1684467,-0.1506993,0.2007431,-0.4035407,0.7963048,0.4150115,-0.1755539
48.49748,Right,Right_RingProximal,0.1975508,-0.1282834,0.228422,0.4507084,0.2260109,0.6360246,-0.5841699
48.49748,Right,Right_RingIntermediate,0.1615921,-0.1201049,0.2375023,0.1691346,-0.7196439,-0.524983,0.4217814
48.49748,Right,Right_RingDistal,0.1564313,-0.1302387,0.2142549,-0.4796973,0.8073567,0.2872855,-0.1885026
48.49748,Right,Right_RingDistalEnd,0.1703945,-0.1380918,0.2007422,-0.4796973,0.8073567,0.2872855,-0.1885026
48.49748,Right,Right_ThumbProximal,0.2015206,-0.1302962,0.1574383,0.9828015,0.1464438,-0.1091337,0.02730689
48.49748,Right,Right_ThumbIntermediate,0.1932023,-0.09995112,0.1609903,-0.9794999,-0.04632457,0.1429999,0.1341094
48.49748,Right,Right_ThumbDistal,0.1900324,-0.06748304,0.1653405,0.9905491,-0.00363001,-0.1355815,-0.02043024
48.49748,Right,Right_ThumbDistalEnd,0.1904074,-0.03805017,0.1665027,0.990549,-0.003630053,-0.1355814,-0.0204303
